client_id,servicio_id,nombre_servicio,regdate,meses_activo,domainstatus,paymentmethod,billingcycle,total,state
34,49,CLOUD PLUS,2017-11-04,12.0,Terminated,qr,Annually,99.0,Santa Cruz
34,49,CLOUD PLUS,2017-11-04,12.0,Terminated,qr,Annually,99.0,Santa Cruz
34,49,CLOUD PLUS,2017-11-04,12.0,Terminated,qr,Annually,99.0,Santa Cruz
34,49,CLOUD PLUS,2017-11-04,12.0,Terminated,qr,Annually,99.0,Santa Cruz
35,50,Desarrollo Web BASIC,2017-11-07,1.0,Pending,qr,Annually,620.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,51,Jupiter - Shared x1,2017-11-09,37.0,Terminated,qr,Annually,299.0,La Paz
36,269,CLOUD PLUS,2018-08-16,12.0,Suspended,walletbo,Annually,299.0,La Paz
36,406,WINDOWS L,2020-03-08,12.0,Terminated,banktransfer,Annually,269.0,La Paz
37,52,CLOUD PLUS,2017-11-09,12.0,Terminated,banktransfer,Annually,245.0,Tarija
37,64,VPS 1,2017-12-12,12.0,Terminated,banktransfer,Annually,620.0,Tarija
37,64,VPS 1,2017-12-12,12.0,Terminated,banktransfer,Annually,620.0,Tarija
37,102,CLOUD PLUS,2018-01-29,13.0,Terminated,banktransfer,Annually,270.0,Tarija
37,102,CLOUD PLUS,2018-01-29,13.0,Terminated,banktransfer,Annually,270.0,Tarija
37,102,CLOUD PLUS,2018-01-29,13.0,Terminated,banktransfer,Annually,270.0,Tarija
37,147,SHARED TURBO XL,2018-03-03,12.0,Terminated,paypal,Annually,499.0,Tarija
37,273,CLOUD PLUS,2018-08-21,1.0,Cancelled,paypal,Annually,230.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,274,CLOUD PLUS,2018-09-11,49.0,Terminated,banktransfer,Annually,249.0,Tarija
37,313,CLOUD PLUS,2018-11-20,24.0,Terminated,qr,Annually,299.0,Tarija
